Source	Target	features0
1657	963	1.0
1657	710	1.0
1658	162	1.0
1658	157	1.0
1659	1089	1.0
1659	290	1.0
1660	561	1.0
1660	1341	1.0
1661	27	1.0
1661	1487	1.0
1662	1338	1.0
1662	1342	1.0
1663	637	1.0
1663	543	1.0
1664	32	1.0
1664	771	1.0
1665	912	1.0
1665	902	1.0
1666	440	1.0
1666	1558	1.0
1667	333	1.0
1667	471	1.0
1668	1112	1.0
1668	853	1.0
1669	1	1.0
1669	293	1.0
1670	432	1.0
1670	523	1.0
1671	148	1.0
1671	151	1.0
1672	1442	1.0
1672	1501	1.0
1673	2	1.0
1673	1334	1.0
1674	232	1.0
1674	735	1.0
1675	641	1.0
1675	3	1.0
1676	760	1.0
1676	7	1.0
1677	24	1.0
1677	110	1.0
1678	152	1.0
1678	399	1.0
1679	1636	1.0
1679	62	1.0
1680	1557	1.0
1680	181	1.0
1681	205	1.0
1681	687	1.0
1682	145	1.0
1682	1502	1.0
1683	636	1.0
1683	1124	1.0
1684	395	1.0
1684	1663	1.0
1685	363	1.0
1685	308	1.0
1686	37	1.0
1686	157	1.0
1687	856	1.0
1687	70	1.0
1688	1090	1.0
1688	668	1.0
1689	808	1.0
1689	1584	1.0
1690	3	1.0
1690	167	1.0
1691	315	1.0
1691	1399	1.0
1692	128	1.0
1692	153	1.0
1693	1288	1.0
1693	1054	1.0
1694	172	1.0
1694	957	1.0
1695	3	1.0
1695	422	1.0
1696	1	1.0
1696	323	1.0
1697	722	1.0
1697	1195	1.0
1698	1104	1.0
1698	1263	1.0
1699	1049	1.0
1699	6	1.0
1700	172	1.0
1700	1407	1.0
1701	185	1.0
1701	2	1.0
1702	325	1.0
1702	1118	1.0
1703	616	1.0
1703	738	1.0
1704	1309	1.0
1704	325	1.0
1705	298	1.0
1705	31	1.0
1706	383	1.0
1706	199	1.0
1707	35	1.0
1707	1341	1.0
1708	273	1.0
1708	1166	1.0
1709	873	1.0
1709	212	1.0
1710	1544	1.0
1710	182	1.0
1711	257	1.0
1711	6	1.0
1712	84	1.0
1712	413	1.0
1713	1067	1.0
1713	253	1.0
1714	232	1.0
1714	14	1.0
1715	1190	1.0
1715	14	1.0
1716	16	1.0
1716	253	1.0
1717	272	1.0
1717	542	1.0
1718	54	1.0
1718	614	1.0
1719	205	1.0
1719	238	1.0
1720	312	1.0
1720	559	1.0
1721	498	1.0
1721	7	1.0
1722	56	1.0
1722	609	1.0
1723	1707	1.0
1723	1222	1.0
1724	916	1.0
1724	949	1.0
1725	442	1.0
1725	11	1.0
1726	395	1.0
1726	1308	1.0
1727	668	1.0
1727	94	1.0
1728	832	1.0
1728	578	1.0
1729	1008	1.0
1729	95	1.0
1730	169	1.0
1730	398	1.0
1731	1276	1.0
1731	13	1.0
1732	136	1.0
1732	334	1.0
1733	77	1.0
1733	7	1.0
1734	961	1.0
1734	219	1.0
1735	58	1.0
1735	1414	1.0
1736	1622	1.0
1736	279	1.0
1737	676	1.0
1737	1612	1.0
1738	835	1.0
1738	1527	1.0
1739	48	1.0
1739	2	1.0
1740	1648	1.0
1740	35	1.0
1741	152	1.0
1741	907	1.0
1742	57	1.0
1742	162	1.0
1743	12	1.0
1743	263	1.0
1744	169	1.0
1744	1023	1.0
1745	2	1.0
1745	303	1.0
1746	1606	1.0
1746	63	1.0
1747	579	1.0
1747	439	1.0
1748	104	1.0
1748	1652	1.0
1749	1412	1.0
1749	84	1.0
1750	1121	1.0
1750	933	1.0
1751	204	1.0
1751	862	1.0
1752	898	1.0
1752	971	1.0
1753	21	1.0
1753	885	1.0
1754	858	1.0
1754	1575	1.0
1755	3	1.0
1755	971	1.0
1756	1587	1.0
1756	589	1.0
1757	1265	1.0
1757	1148	1.0
1758	1042	1.0
1758	3	1.0
1759	546	1.0
1759	1402	1.0
1760	98	1.0
1760	798	1.0
1761	1445	1.0
1761	1734	1.0
1762	1435	1.0
1762	460	1.0
1763	1489	1.0
1763	110	1.0
1764	144	1.0
1764	25	1.0
1765	440	1.0
1765	42	1.0
1766	1342	1.0
1766	7	1.0
1767	23	1.0
1767	639	1.0
1768	328	1.0
1768	879	1.0
1769	683	1.0
1769	427	1.0
1770	12	1.0
1770	95	1.0
1771	760	1.0
1771	12	1.0
1772	3	1.0
1772	14	1.0
1773	9	1.0
1773	641	1.0
1774	1720	1.0
1774	44	1.0
1775	684	1.0
1775	831	1.0
1776	1695	1.0
1776	359	1.0
1777	288	1.0
1777	439	1.0
1778	274	1.0
1778	1539	1.0
1779	1265	1.0
1779	1673	1.0
1780	701	1.0
1780	39	1.0
1781	320	1.0
1781	1299	1.0
1782	57	1.0
1782	165	1.0
1783	570	1.0
1783	1157	1.0
1784	889	1.0
1784	1075	1.0
1785	370	1.0
1785	98	1.0
1786	1072	1.0
1786	698	1.0
1787	82	1.0
1787	13	1.0
1788	33	1.0
1788	1641	1.0
1789	347	1.0
1789	5	1.0
1790	371	1.0
1790	5	1.0
1791	262	1.0
1791	1151	1.0
1792	1187	1.0
1792	534	1.0
1793	1317	1.0
1793	287	1.0
1794	331	1.0
1794	493	1.0
1795	122	1.0
1795	389	1.0
1796	2	1.0
1796	132	1.0
1797	145	1.0
1797	237	1.0
1798	1330	1.0
1798	386	1.0
1799	1669	1.0
1799	447	1.0
1800	1208	1.0
1800	1265	1.0
1801	862	1.0
1801	1327	1.0
1802	801	1.0
1802	41	1.0
1803	157	1.0
1803	342	1.0
1804	49	1.0
1804	51	1.0
1805	16	1.0
1805	1694	1.0
1806	2	1.0
1806	775	1.0
1807	1176	1.0
1807	31	1.0
1808	116	1.0
1808	660	1.0
1809	905	1.0
1809	510	1.0
1810	184	1.0
1810	935	1.0
1811	443	1.0
1811	23	1.0
1812	228	1.0
1812	310	1.0
1813	41	1.0
1813	1323	1.0
1814	12	1.0
1814	966	1.0
1815	624	1.0
1815	917	1.0
1816	273	1.0
1816	154	1.0
1817	123	1.0
1817	891	1.0
1818	413	1.0
1818	775	1.0
1819	40	1.0
1819	869	1.0
1820	29	1.0
1820	1679	1.0
1821	1361	1.0
1821	253	1.0
1822	137	1.0
1822	319	1.0
1823	211	1.0
1823	1614	1.0
1824	793	1.0
1824	12	1.0
1825	601	1.0
1825	435	1.0
1826	811	1.0
1826	1517	1.0
1827	25	1.0
1827	483	1.0
1828	1557	1.0
1828	173	1.0
1829	202	1.0
1829	31	1.0
1830	11	1.0
1830	748	1.0
1831	2	1.0
1831	1759	1.0
1832	561	1.0
1832	1575	1.0
1833	224	1.0
1833	362	1.0
1834	1697	1.0
1834	239	1.0
1835	1338	1.0
1835	118	1.0
1836	309	1.0
1836	862	1.0
1837	626	1.0
1837	1205	1.0
1838	1619	1.0
1838	668	1.0
1839	1659	1.0
1839	251	1.0
1840	1249	1.0
1840	7	1.0
1841	51	1.0
1841	525	1.0
1842	587	1.0
1842	1108	1.0
1843	394	1.0
1843	1604	1.0
1844	586	1.0
1844	1819	1.0
1845	67	1.0
1845	359	1.0
1846	92	1.0
1846	1359	1.0
1847	323	1.0
1847	1215	1.0
1848	1280	1.0
1848	1729	1.0
1849	29	1.0
1849	701	1.0
1850	1632	1.0
1850	1707	1.0
1851	116	1.0
1851	38	1.0
1852	57	1.0
1852	103	1.0
1853	1212	1.0
1853	55	1.0
1854	117	1.0
1854	1693	1.0
1855	130	1.0
1855	101	1.0
1856	1649	1.0
1856	580	1.0
1857	1088	1.0
1857	1247	1.0
1858	35	1.0
1858	238	1.0
1859	53	1.0
1859	126	1.0
1860	82	1.0
1860	5	1.0
1861	1228	1.0
1861	1783	1.0
1862	67	1.0
1862	1151	1.0
1863	205	1.0
1863	31	1.0
1864	456	1.0
1864	1209	1.0
1865	91	1.0
1865	103	1.0
1866	110	1.0
1866	30	1.0
1867	1	1.0
1867	1255	1.0
1868	232	1.0
1868	118	1.0
1869	269	1.0
1869	207	1.0
1870	298	1.0
1870	756	1.0
1871	2	1.0
1871	311	1.0
1872	104	1.0
1872	294	1.0
1873	166	1.0
1873	190	1.0
1874	1739	1.0
1874	117	1.0
1875	1484	1.0
1875	102	1.0
1876	459	1.0
1876	30	1.0
1877	369	1.0
1877	5	1.0
1878	434	1.0
1878	866	1.0
1879	1182	1.0
1879	46	1.0
1880	457	1.0
1880	775	1.0
1881	864	1.0
1881	278	1.0
1882	242	1.0
1882	423	1.0
1883	249	1.0
1883	310	1.0
1884	1112	1.0
1884	20	1.0
1885	630	1.0
1885	1471	1.0
1886	775	1.0
1886	63	1.0
1887	192	1.0
1887	610	1.0
1888	859	1.0
1888	11	1.0
1889	25	1.0
1889	23	1.0
1890	361	1.0
1890	729	1.0
1891	88	1.0
1891	1226	1.0
1892	162	1.0
1892	7	1.0
1893	66	1.0
1893	731	1.0
1894	51	1.0
1894	191	1.0
1895	409	1.0
1895	106	1.0
1896	149	1.0
1896	7	1.0
1897	688	1.0
1897	126	1.0
1898	1712	1.0
1898	67	1.0
1899	128	1.0
1899	280	1.0
1900	1823	1.0
1900	47	1.0
1901	122	1.0
1901	86	1.0
1902	1426	1.0
1902	1643	1.0
1903	904	1.0
1903	510	1.0
1904	24	1.0
1904	2	1.0
1905	3	1.0
1905	14	1.0
1906	66	1.0
1906	794	1.0
1907	661	1.0
1907	119	1.0
1908	205	1.0
1908	999	1.0
1909	1577	1.0
1909	1138	1.0
1910	760	1.0
1910	658	1.0
1911	665	1.0
1911	1527	1.0
1912	1891	1.0
1912	77	1.0
1913	592	1.0
1913	255	1.0
1914	76	1.0
1914	14	1.0
1915	1394	1.0
1915	1276	1.0
1916	1117	1.0
1916	1503	1.0
1917	395	1.0
1917	830	1.0
1918	154	1.0
1918	67	1.0
1919	797	1.0
1919	1653	1.0
1920	1244	1.0
1920	1100	1.0
1921	329	1.0
1921	236	1.0
1922	1624	1.0
1922	270	1.0
1923	67	1.0
1923	4	1.0
1924	587	1.0
1924	13	1.0
1925	920	1.0
1925	362	1.0
1926	12	1.0
1926	629	1.0
1927	186	1.0
1927	67	1.0
1928	181	1.0
1928	54	1.0
1929	378	1.0
1929	13	1.0
1930	317	1.0
1930	1678	1.0
1931	898	1.0
1931	412	1.0
1932	912	1.0
1932	614	1.0
1933	2	1.0
1933	298	1.0
1934	253	1.0
1934	31	1.0
1935	179	1.0
1935	413	1.0
1936	288	1.0
1936	298	1.0
1937	56	1.0
1937	287	1.0
1938	408	1.0
1938	46	1.0
1939	2	1.0
1939	1779	1.0
1940	1658	1.0
1940	67	1.0
1941	1123	1.0
1941	269	1.0
1942	27	1.0
1942	1763	1.0
1943	129	1.0
1943	150	1.0
1944	96	1.0
1944	331	1.0
1945	788	1.0
1945	119	1.0
1946	237	1.0
1946	1167	1.0
1947	90	1.0
1947	483	1.0
1948	771	1.0
1948	955	1.0
1949	1670	1.0
1949	863	1.0
1950	1833	1.0
1950	1508	1.0
1951	1249	1.0
1951	191	1.0
1952	1	1.0
1952	3	1.0
1953	5	1.0
1953	343	1.0
1954	103	1.0
1954	647	1.0
1955	634	1.0
1955	319	1.0
1956	1742	1.0
1956	215	1.0
1957	204	1.0
1957	111	1.0
1958	434	1.0
1958	851	1.0
1959	176	1.0
1959	363	1.0
1960	2	1.0
1960	27	1.0
1961	1042	1.0
1961	1542	1.0
1962	695	1.0
1962	23	1.0
1963	1852	1.0
1963	798	1.0
1964	97	1.0
1964	926	1.0
1965	236	1.0
1965	189	1.0
1966	1051	1.0
1966	206	1.0
1967	168	1.0
1967	191	1.0
1968	1226	1.0
1968	334	1.0
1969	1648	1.0
1969	639	1.0
1970	1505	1.0
1970	1457	1.0
1971	1363	1.0
1971	507	1.0
1972	1724	1.0
1972	236	1.0
1973	75	1.0
1973	1555	1.0
1974	1072	1.0
1974	1277	1.0
1975	304	1.0
1975	883	1.0
1976	48	1.0
1976	905	1.0
1977	1568	1.0
1977	718	1.0
1978	806	1.0
1978	151	1.0
1979	209	1.0
1979	278	1.0
1980	66	1.0
1980	1670	1.0
1981	341	1.0
1981	342	1.0
1982	120	1.0
1982	1895	1.0
1983	102	1.0
1983	6	1.0
1984	76	1.0
1984	807	1.0
1985	777	1.0
1985	17	1.0
1986	42	1.0
1986	1103	1.0
1987	393	1.0
1987	1066	1.0
1988	389	1.0
1988	495	1.0
1989	320	1.0
1989	125	1.0
1990	137	1.0
1990	1523	1.0
1991	1634	1.0
1991	1347	1.0
1992	195	1.0
1992	836	1.0
1993	820	1.0
1993	1255	1.0
1994	665	1.0
1994	687	1.0
1995	936	1.0
1995	55	1.0
1996	1265	1.0
1996	243	1.0
1997	72	1.0
1997	409	1.0
1998	640	1.0
1998	891	1.0
1999	219	1.0
1999	1326	1.0
2000	195	1.0
2000	1972	1.0
2001	707	1.0
2001	580	1.0
